startphrase,ending1,ending2,ending3,ending4,label,min_surprisal_gpt2,min_surprisal_t5,min_surprisal_bert
Someone's bedroom door opens. She slowly,Someone's bedroom door opens. She slowly looks out the window.,Someone's bedroom door opens. She slowly shuts the door behind her.,Someone's bedroom door opens. She slowly steps out into the hallway.,Someone's bedroom door opens. She slowly turns closer to someone.,3,2,1,3
Someone's bedroom door opens. She slowly,Someone's bedroom door opens. She slowly looks out the window.,Someone's bedroom door opens. She slowly opens it and looks out.,Someone's bedroom door opens. She slowly shuts the door behind her.,Someone's bedroom door opens. She slowly turns closer to someone.,2,3,1,1
"She grins at the boy. Leaning on a fence, someone and someone","She grins at the boy. Leaning on a fence, someone and someone share a photo hug.","She grins at the boy. Leaning on a fence, someone and someone hop up a ladder.","She grins at the boy. Leaning on a fence, someone and someone walk up the front.","She grins at the boy. Leaning on a fence, someone and someone watch someone feed a horse.",4,3,2,2
He takes two bags from his father. The young man,He takes two bags from his father. The young man boards a waiting bus.,He takes two bags from his father. The young man tosses someone a suitcase.,He takes two bags from his father. The young man stares at the roof.,He takes two bags from his father. The young man hangs a life jacket.,1,3,2,3
Letters flip vertically through a machine. A bin of bundled letters,Letters flip vertically through a machine. A bin of bundled letters sloshes onto the field.,Letters flip vertically through a machine. A bin of bundled letters are dancing on the ceiling.,Letters flip vertically through a machine. A bin of bundled letters is covered with flash photos.,Letters flip vertically through a machine. A bin of bundled letters slides down a track.,4,4,4,4
"The choppers appear puny, like hornets before an elephant. On the ground, one of someone's scorpion - like fighting creatures","The choppers appear puny, like hornets before an elephant. On the ground, one of someone's scorpion - like fighting creatures hurtle towards the wreckage.","The choppers appear puny, like hornets before an elephant. On the ground, one of someone's scorpion - like fighting creatures opens its snout, like mist.","The choppers appear puny, like hornets before an elephant. On the ground, one of someone's scorpion - like fighting creatures form his thin tux.","The choppers appear puny, like hornets before an elephant. On the ground, one of someone's scorpion - like fighting creatures rises on the crescent screen.",1,1,1,1
The girl fills her brush again. We see the fence and an adult,The girl fills her brush again. We see the fence and an adult appear on the screen.,The girl fills her brush again. We see the fence and an adult shows her how to paint.,The girl fills her brush again. We see the fence and an adult talks into the camera.,The girl fills her brush again. We see the fence and an adult putting the brush back on.,2,1,3,2
"Meanwhile, someone answers his phone. Someone","Meanwhile, someone answers his phone. Someone stands at the datebook.","Meanwhile, someone answers his phone. Someone turns a dial on the radio.","Meanwhile, someone answers his phone. Someone waits in a conference hall.","Meanwhile, someone answers his phone. Someone dials a phone number.",2,4,4,2
The chauffeur rolls it down and gazes out. He,The chauffeur rolls it down and gazes out. He gives him a final look.,The chauffeur rolls it down and gazes out. He reaches for the car.,The chauffeur rolls it down and gazes out. He slices the bus away.,The chauffeur rolls it down and gazes out. He falls on to the people.,1,2,3,2
Someone heads to the passenger side of someone's cruiser. They get in and someone,Someone heads to the passenger side of someone's cruiser. They get in and someone gets back in his truck.,Someone heads to the passenger side of someone's cruiser. They get in and someone leads someone to the door.,Someone heads to the passenger side of someone's cruiser. They get in and someone backs away from the crowd.,Someone heads to the passenger side of someone's cruiser. They get in and someone shoots at the stop outside.,3,1,2,3
"Meanwhile, someone answers his phone. Someone","Meanwhile, someone answers his phone. Someone stands at the datebook.","Meanwhile, someone answers his phone. Someone sneaks across the house.","Meanwhile, someone answers his phone. Someone dials a phone number.","Meanwhile, someone answers his phone. Someone opens other ear buds.",3,3,4,1
Someone emerges from the Land Rover and gazes around. A middle - aged man in a cloth cap,Someone emerges from the Land Rover and gazes around. A middle - aged man in a cloth cap hangs on the bank.,Someone emerges from the Land Rover and gazes around. A middle - aged man in a cloth cap emerges from the nearby door.,Someone emerges from the Land Rover and gazes around. A middle - aged man in a cloth cap looks across the aisle.,Someone emerges from the Land Rover and gazes around. A middle - aged man in a cloth cap sits on his new desk.,2,3,1,3
"She picks up a phone and dials. In the garden, someone","She picks up a phone and dials. In the garden, someone works at her computer.","She picks up a phone and dials. In the garden, someone sits in the lobby.","She picks up a phone and dials. In the garden, someone steps into the driveway.","She picks up a phone and dials. In the garden, someone takes his phone out.",4,4,2,2
She stops decorating the envelope. She,She stops decorating the envelope. She hands the baby to her.,She stops decorating the envelope. She smiles and gives him a candy.,She stops decorating the envelope. She takes someone's candy over.,She stops decorating the envelope. She walks around the room.,4,4,4,2
Someone gets in the car. Someone's briefcase suddenly springs open and his papers,Someone gets in the car. Someone's briefcase suddenly springs open and his papers fly in mid - air.,Someone gets in the car. Someone's briefcase suddenly springs open and his papers fly out of his eyes.,Someone gets in the car. Someone's briefcase suddenly springs open and his papers spill all over the driveway.,Someone gets in the car. Someone's briefcase suddenly springs open and his papers fall on top of someone.,3,2,1,4
Someone gets in the car. Someone's briefcase suddenly springs open and his papers,Someone gets in the car. Someone's briefcase suddenly springs open and his papers fall on top of someone.,Someone gets in the car. Someone's briefcase suddenly springs open and his papers fly out of his eyes.,Someone gets in the car. Someone's briefcase suddenly springs open and his papers fly in mid - air.,Someone gets in the car. Someone's briefcase suddenly springs open and his papers fly out of the window.,4,4,3,1
A cameraman rises up on the riverbank. Two new individuals,A cameraman rises up on the riverbank. Two new individuals paddle down the river.,A cameraman rises up on the riverbank. Two new individuals continue on the bikes.,A cameraman rises up on the riverbank. Two new individuals fall from the flies.,A cameraman rises up on the riverbank. Two new individuals enter a motel room.,1,1,1,3
"He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone","He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone exchange a resolute look.","He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone climb to the top of a plane.","He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone aim their guns at someone.","He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone arrive in his office.",3,3,1,3
"He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone","He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone arrive in his office.","He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone exchange a resolute look.","He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone climb to the top of a plane.","He pulls a small telescope out of his jacket and, through it, sees another bullet hole in a window nearby. Later, he, someone, and someone pass through the scope.",2,4,2,4
"Closeup - His hands, rubbing each other getting blown dry. Someone","Closeup - His hands, rubbing each other getting blown dry. Someone plays with the diner.","Closeup - His hands, rubbing each other getting blown dry. Someone stirs at someone's food.","Closeup - His hands, rubbing each other getting blown dry. Someone takes his arm and carries it.","Closeup - His hands, rubbing each other getting blown dry. Someone looking from left to right.",4,4,1,4
"Someone acknowledges grimbold, a marshall of rohan, as he passes by a group of soldiers. Someone","Someone acknowledges grimbold, a marshall of rohan, as he passes by a group of soldiers. Someone screams from behind him.","Someone acknowledges grimbold, a marshall of rohan, as he passes by a group of soldiers. Someone smiles grimly as he rides on.","Someone acknowledges grimbold, a marshall of rohan, as he passes by a group of soldiers. Someone turns over to someone.","Someone acknowledges grimbold, a marshall of rohan, as he passes by a group of soldiers. Someone kisses someone over his boot.",2,1,3,3
"People are seen punching the targets, kicking, and kneeing them. Some of the people even grab their partners head, and they","People are seen punching the targets, kicking, and kneeing them. Some of the people even grab their partners head, and they 're measured up to her.","People are seen punching the targets, kicking, and kneeing them. Some of the people even grab their partners head, and they warm up and hug each other.","People are seen punching the targets, kicking, and kneeing them. Some of the people even grab their partners head, and they hit it back as they chug.","People are seen punching the targets, kicking, and kneeing them. Some of the people even grab their partners head, and they start kneeing the targets.",4,4,1,3
Someone haughtily lifts her chin. Someone,Someone haughtily lifts her chin. Someone leans down to ravel.,Someone haughtily lifts her chin. Someone poses on a card.,Someone haughtily lifts her chin. Someone is admiring the view.,Someone haughtily lifts her chin. Someone shakes her hand and smirks.,4,4,1,4
People watch on the side as the woman continue to hit the object. The woman swings over and over and a man,People watch on the side as the woman continue to hit the object. The woman swings over and over and a man picks out the baby.,People watch on the side as the woman continue to hit the object. The woman swings over and over and a man comes into frame to kick it.,People watch on the side as the woman continue to hit the object. The woman swings over and over and a man backs onto the railing.,People watch on the side as the woman continue to hit the object. The woman swings over and over and a man stands with the box.,2,1,1,4
People watch on the side as the woman continue to hit the object. The woman swings over and over and a man,People watch on the side as the woman continue to hit the object. The woman swings over and over and a man picks out the baby.,People watch on the side as the woman continue to hit the object. The woman swings over and over and a man stands with the box.,People watch on the side as the woman continue to hit the object. The woman swings over and over and a man runs towards her.,People watch on the side as the woman continue to hit the object. The woman swings over and over and a man backs onto the railing.,3,3,3,3
She feeds someone a bite. They,She feeds someone a bite. They open a blender.,She feeds someone a bite. They hit the jubilant someone.,She feeds someone a bite. They head toward someone's house.,She feeds someone a bite. They eat off their crops.,4,1,4,1
"He digs in the bag. Holding up a Roman candle, he","He digs in the bag. Holding up a Roman candle, he puts it into a pocket.","He digs in the bag. Holding up a Roman candle, he takes out his lighter.","He digs in the bag. Holding up a Roman candle, he takes it from someone.","He digs in the bag. Holding up a Roman candle, he takes out his vows.",2,2,4,3
"In a waiting room, someone approaches someone's parents. The therapist","In a waiting room, someone approaches someone's parents. The therapist looks to his left.","In a waiting room, someone approaches someone's parents. The therapist raises the letter in hand.","In a waiting room, someone approaches someone's parents. The therapist raises the filter gun.","In a waiting room, someone approaches someone's parents. The therapist takes a seat behind them.",4,4,1,1
"Facing him, someone sleeps in the armchair. We","Facing him, someone sleeps in the armchair. We share a tender smile.","Facing him, someone sleeps in the armchair. We friends shiver.","Facing him, someone sleeps in the armchair. We begin to smoke her.","Facing him, someone sleeps in the armchair. We 's head is lying on his bed.",1,1,2,1
Someone blinks heavily and looks away. The rich man,Someone blinks heavily and looks away. The rich man shifts his disgruntled gaze.,Someone blinks heavily and looks away. The rich man 's gaze grows.,Someone blinks heavily and looks away. The rich man eyes his companion's arm.,Someone blinks heavily and looks away. The rich man stops and walks away.,3,4,2,4
He blinks his clear pale eyes in the bright morning sun and his woeful expression grows serene. His body,He blinks his clear pale eyes in the bright morning sun and his woeful expression grows serene. His body falls from the railing.,He blinks his clear pale eyes in the bright morning sun and his woeful expression grows serene. His body is returning to normal.,He blinks his clear pale eyes in the bright morning sun and his woeful expression grows serene. His body lies with his hands below.,He blinks his clear pale eyes in the bright morning sun and his woeful expression grows serene. His body sag into a sprint.,1,2,4,2
The man vacuums the rug again. We,The man vacuums the rug again. We start rubbing on tam jack.,The man vacuums the rug again. We see a title screen.,The man vacuums the rug again. We lights a dark liquid.,The man vacuums the rug again. We groomer cleans the floor.,4,2,4,3
Crewmen walk dogs on leashes. The brown - haired Irishman,Crewmen walk dogs on leashes. The brown - haired Irishman extends her hand to someone.,Crewmen walk dogs on leashes. The brown - haired Irishman aims his gun at someone.,Crewmen walk dogs on leashes. The brown - haired Irishman lays her face on her feet.,Crewmen walk dogs on leashes. The brown - haired Irishman extends his hand to someone.,4,2,1,4
Crewmen walk dogs on leashes. The brown - haired Irishman,Crewmen walk dogs on leashes. The brown - haired Irishman aims his gun at someone.,Crewmen walk dogs on leashes. The brown - haired Irishman extends her hand to someone.,Crewmen walk dogs on leashes. The brown - haired Irishman speaks into the radio.,Crewmen walk dogs on leashes. The brown - haired Irishman lays her face on her feet.,3,1,3,3
Boy wearing a wetsuit is surfing. Boy wearing a t - shirt,Boy wearing a wetsuit is surfing. Boy wearing a t - shirt is next to him.,Boy wearing a wetsuit is surfing. Boy wearing a t - shirt is sailing against the ocean.,Boy wearing a wetsuit is surfing. Boy wearing a t - shirt is holding a surfboard.,Boy wearing a wetsuit is surfing. Boy wearing a t - shirt jump into the water.,3,3,4,1
She smiles and looks away. She,"She smiles and looks away. She stares at him, then turns.","She smiles and looks away. She looks at someone, concerned.","She smiles and looks away. She looks down, shoulder - deep.",She smiles and looks away. She stares at him intensely.,1,4,2,4
She smiles and looks away. She,She smiles and looks away. She grabs her book from him.,She smiles and looks away. She stares at him intensely.,She smiles and looks away. She stares into his eyes.,"She smiles and looks away. She looks at someone, concerned.",1,3,4,3
She smiles and looks away. She,She smiles and looks away. She stares into his eyes.,"She smiles and looks away. She looks at someone, concerned.","She smiles and looks away. She looks down, shoulder - deep.",She smiles and looks away. She stares at him intensely.,3,1,2,1
Someone moves on then pauses warily. She,Someone moves on then pauses warily. She jogs out of view.,Someone moves on then pauses warily. She takes off his reading.,Someone moves on then pauses warily. She nears a blurry gap.,Someone moves on then pauses warily. She tilts her head angrily.,1,4,2,1
"Someone comes in wearing his oversized pajamas. Rubbing her neck, she","Someone comes in wearing his oversized pajamas. Rubbing her neck, she strides to the landing.","Someone comes in wearing his oversized pajamas. Rubbing her neck, she blocks the call.","Someone comes in wearing his oversized pajamas. Rubbing her neck, she pulls him to someone.","Someone comes in wearing his oversized pajamas. Rubbing her neck, she gives a shy smile.",4,4,2,4
He looks up again to find someone watching him. She,He looks up again to find someone watching him. She steps over and kiss someone.,He looks up again to find someone watching him. She shrugs and takes a seat.,He looks up again to find someone watching him. She holds the diary shut.,He looks up again to find someone watching him. She starts after his car.,2,2,3,2
People are among the spattering of passengers. They,People are among the spattering of passengers. They get to the lift.,People are among the spattering of passengers. They rise from their seats.,People are among the spattering of passengers. They go into the cabin.,People are among the spattering of passengers. They move to the bar.,2,2,4,3
Someone looks round at someone. The lift,Someone looks round at someone. The lift is just a few feet away.,Someone looks round at someone. The lift glows on her hands.,Someone looks round at someone. The lift drops off the bed.,Someone looks round at someone. The lift is hurled through the air.,1,1,3,1
Someone looks round at someone. The lift,Someone looks round at someone. The lift drops off the bed.,Someone looks round at someone. The lift glows on her hands.,Someone looks round at someone. The lift is hurled through the air.,Someone looks round at someone. The lift comes to a halt.,4,4,4,4
A young girl stands at the back of a diving board practicing. Another girl walks up and the first girl,A young girl stands at the back of a diving board practicing. Another girl walks up and the first girl dives to take her place.,A young girl stands at the back of a diving board practicing. Another girl walks up and the first girl walks to the edge.,A young girl stands at the back of a diving board practicing. Another girl walks up and the first girl walks towards the first girl.,A young girl stands at the back of a diving board practicing. Another girl walks up and the first girl dives to the girl.,2,2,4,2
"Elsewhere on the property, someone rakes leaves. As a flashy black pickup passes on a nearby road, she","Elsewhere on the property, someone rakes leaves. As a flashy black pickup passes on a nearby road, she hoists him up and grabs her.","Elsewhere on the property, someone rakes leaves. As a flashy black pickup passes on a nearby road, she writes on the phone.","Elsewhere on the property, someone rakes leaves. As a flashy black pickup passes on a nearby road, she climbs into someone's suv.","Elsewhere on the property, someone rakes leaves. As a flashy black pickup passes on a nearby road, she uses a walkie - talkie.",4,2,4,2
"Later it pulls up outside a glamorous party. Primping, someone","Later it pulls up outside a glamorous party. Primping, someone peers into an apartment.","Later it pulls up outside a glamorous party. Primping, someone steps onto the school.","Later it pulls up outside a glamorous party. Primping, someone sits at a coffee shop.","Later it pulls up outside a glamorous party. Primping, someone takes her hair down.",4,3,1,2
"He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he","He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he heads behind her.","He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he finds his room not empty.","He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he pauses at the landing.","He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he gapes at the ceiling.",3,1,1,3
"Later it pulls up outside a glamorous party. Primping, someone","Later it pulls up outside a glamorous party. Primping, someone sits at a coffee shop.","Later it pulls up outside a glamorous party. Primping, someone steps onto the school.","Later it pulls up outside a glamorous party. Primping, someone peers into an apartment.","Later it pulls up outside a glamorous party. Primping, someone struts back to someone.",4,1,4,2
"He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he","He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he gapes at the ceiling.","He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he meets two guests.","He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he heads behind her.","He takes two glasses and a tray of hors d'oeuvres. Leading her downstairs, he finds his room not empty.",2,3,3,2
"He leans his head against the back of the settee, acutely uncomfortable. Someone","He leans his head against the back of the settee, acutely uncomfortable. Someone appears on the stairs.","He leans his head against the back of the settee, acutely uncomfortable. Someone shifts his thoughtful gaze.","He leans his head against the back of the settee, acutely uncomfortable. Someone hands someone a locket.","He leans his head against the back of the settee, acutely uncomfortable. Someone is fuming a little.",4,1,4,1
The boys stop the chase and watch in disbelief. Someone,The boys stop the chase and watch in disbelief. Someone looks out at someone's phone.,The boys stop the chase and watch in disbelief. Someone skips over the chase.,The boys stop the chase and watch in disbelief. Someone gives a cool shrug.,The boys stop the chase and watch in disbelief. Someone sprints away from the boys.,4,4,2,4
Someone puts her hand on someone's hand. Someone,Someone puts her hand on someone's hand. Someone floating through her clothes.,Someone puts her hand on someone's hand. Someone leans closer to someone.,Someone puts her hand on someone's hand. Someone nods as he remembers.,Someone puts her hand on someone's hand. Someone starts for the door.,3,2,3,4
"Someone helps her back inside. He could leave now, but curiosity","Someone helps her back inside. He could leave now, but curiosity testing in someone's cuffs.","Someone helps her back inside. He could leave now, but curiosity gets the better of him.","Someone helps her back inside. He could leave now, but curiosity is asking him buy.","Someone helps her back inside. He could leave now, but curiosity pushes him in his back.",2,2,3,2
"Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they","Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they smile at the leg.","Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they share a serious look.","Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they raise their heads like horns.","Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they arrive to the table.",2,2,2,3
"Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they","Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they arrive to the table.","Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they smile at the leg.","Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they are in complete agreement.","Truth be told, someone is scared, but he forges ahead anyway. Someone looks to someone, and they raise their heads like horns.",3,3,3,3
Someone turns to the nurse. Someone's left leg,Someone turns to the nurse. Someone's left leg rises on her shoulder.,Someone turns to the nurse. Someone's left leg covers the woman's bed.,Someone turns to the nurse. Someone's left leg lies in a brace.,Someone turns to the nurse. Someone's left leg rests in it.,3,4,4,3
Someone drains his glass and pounds the table. Now in his bedroom someone,Someone drains his glass and pounds the table. Now in his bedroom someone picks up a photo of his son.,Someone drains his glass and pounds the table. Now in his bedroom someone lies on top of someone.,Someone drains his glass and pounds the table. Now in his bedroom someone kisses someone's butt.,Someone drains his glass and pounds the table. Now in his bedroom someone feels a much cords.,2,2,3,2
"He scowls at his phone, then answers it. He","He scowls at his phone, then answers it. He adjusts the glove reader.","He scowls at his phone, then answers it. He gestures for her to follow.","He scowls at his phone, then answers it. He picks up the receiver.","He scowls at his phone, then answers it. He and someone look around.",2,3,4,3
He opens a door marked someone and finds the veteran officer at his desk. The messenger,He opens a door marked someone and finds the veteran officer at his desk. The messenger puts down someone's headset.,He opens a door marked someone and finds the veteran officer at his desk. The messenger hands it to him and exits.,He opens a door marked someone and finds the veteran officer at his desk. The messenger hands him an address.,He opens a door marked someone and finds the veteran officer at his desk. The messenger holds out a suit.,2,3,4,2
The boat turns and we see it from behind as we move to the left side. The camera zoom in and out then,The boat turns and we see it from behind as we move to the left side. The camera zoom in and out then see a high water skier.,The boat turns and we see it from behind as we move to the left side. The camera zoom in and out then show people with rodeo gear.,The boat turns and we see it from behind as we move to the left side. The camera zoom in and out then returns to the exit.,The boat turns and we see it from behind as we move to the left side. The camera zoom in and out then flashes to another angle.,4,3,3,3
Now in the guesthouse someone and someone share a tender passionate kiss. He,Now in the guesthouse someone and someone share a tender passionate kiss. He gazes into her eyes.,Now in the guesthouse someone and someone share a tender passionate kiss. He giggles to the beat.,Now in the guesthouse someone and someone share a tender passionate kiss. He gently kisses her cheek.,Now in the guesthouse someone and someone share a tender passionate kiss. He meets his earnest gaze.,1,1,4,3
Someone's sister frowns after her then shakes her head and shuts the door. Someone slowly walks toward the garage and,Someone's sister frowns after her then shakes her head and shuts the door. Someone slowly walks toward the garage and looks hard up at us.,Someone's sister frowns after her then shakes her head and shuts the door. Someone slowly walks toward the garage and begins to pat it.,Someone's sister frowns after her then shakes her head and shuts the door. Someone slowly walks toward the garage and takes out his cellphone.,Someone's sister frowns after her then shakes her head and shuts the door. Someone slowly walks toward the garage and slowly moves to the stairs.,4,3,3,3
"The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he","The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he is cleaning the sink.","The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he continues to dry his foot.","The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he brushes it with a toothbrush.","The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he sprays it on his face.",1,1,1,3
"The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he","The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he sprays it on his face.","The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he brushes it with a toothbrush.","The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he put it in the pot.","The little boy is at the sink brushing the pot. The boy lift the brush from the pot and brush the sink instead, then he continues to dry his foot.",3,3,2,2
"She opens it and begins to read. Now, someone","She opens it and begins to read. Now, someone stands at a window.","She opens it and begins to read. Now, someone enters with a letter.","She opens it and begins to read. Now, someone sits with his girlfriend.","She opens it and begins to read. Now, someone realizes that is him late.",1,2,3,2
Someone looks past her shoulder and freezes. Someone,Someone looks past her shoulder and freezes. Someone takes her by the wrist.,Someone looks past her shoulder and freezes. Someone gets out of her car.,Someone looks past her shoulder and freezes. Someone turns to her dad.,Someone looks past her shoulder and freezes. Someone stands alone at the theater.,1,2,3,1
"A lovely woman rides up front, wearing a worried gaze. Someone","A lovely woman rides up front, wearing a worried gaze. Someone ducks behind the pillar.","A lovely woman rides up front, wearing a worried gaze. Someone gets stuck with his mother.","A lovely woman rides up front, wearing a worried gaze. Someone starts then strikes dinner.","A lovely woman rides up front, wearing a worried gaze. Someone uncorks a vodka bottle.",1,1,4,2
"His shadow shows him raise one knee and balance on one leg. Behind them, someone","His shadow shows him raise one knee and balance on one leg. Behind them, someone brings his back to his team.","His shadow shows him raise one knee and balance on one leg. Behind them, someone lies on his butt lap.","His shadow shows him raise one knee and balance on one leg. Behind them, someone stares like a falcon.","His shadow shows him raise one knee and balance on one leg. Behind them, someone backs up and turns around.",4,4,2,3
"His shadow shows him raise one knee and balance on one leg. Behind them, someone","His shadow shows him raise one knee and balance on one leg. Behind them, someone climbs on on the fours.","His shadow shows him raise one knee and balance on one leg. Behind them, someone lies on his butt lap.","His shadow shows him raise one knee and balance on one leg. Behind them, someone enters someone's living room.","His shadow shows him raise one knee and balance on one leg. Behind them, someone greets a guy with scissors.",3,3,2,2
"His shadow shows him raise one knee and balance on one leg. Behind them, someone","His shadow shows him raise one knee and balance on one leg. Behind them, someone greets a guy with scissors.","His shadow shows him raise one knee and balance on one leg. Behind them, someone stares like a falcon.","His shadow shows him raise one knee and balance on one leg. Behind them, someone climbs on on the fours.","His shadow shows him raise one knee and balance on one leg. Behind them, someone lies on his butt lap.",2,2,4,2
He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he,He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he has not yet drawn it yet.,He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he moves the tool with the band.,He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he can't answer her - - worried.,He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he is looking around him.,4,4,4,4
He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he,He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he moves the tool with the band.,He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he can't answer her - - worried.,He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he looks sharply at someone.,He looks down the street and the film cuts to his point of view: someone's loft building. The movie goes back to the impatient someone; he has not yet drawn it yet.,3,3,3,3
Someone stares at them as they take their seats. Someone,Someone stares at them as they take their seats. Someone gazes into someone's eyes.,Someone stares at them as they take their seats. Someone leans in to someone.,Someone stares at them as they take their seats. Someone gives a soft smile.,Someone stares at them as they take their seats. Someone stares at him as she exits.,2,3,2,2
It glows even more brightly. Someone looks in again but someone,It glows even more brightly. Someone looks in again but someone does not turn it.,It glows even more brightly. Someone looks in again but someone falls from the smoke.,It glows even more brightly. Someone looks in again but someone can't find it.,It glows even more brightly. Someone looks in again but someone pretends to be asleep.,4,3,3,1
The white - haired businessman gives a confused look. The lights on the lounge's archway,The white - haired businessman gives a confused look. The lights on the lounge's archway shine in a hallway.,The white - haired businessman gives a confused look. The lights on the lounge's archway washes through the ceiling.,The white - haired businessman gives a confused look. The lights on the lounge's archway reveal a cigarette lighter.,The white - haired businessman gives a confused look. The lights on the lounge's archway glow onto the sidewalk.,4,3,3,4
He shakes his head at the check. He gives her a nod and she,He shakes his head at the check. He gives her a nod and she turns her back to him.,He shakes his head at the check. He gives her a nod and she begins to kiss her hand.,He shakes his head at the check. He gives her a nod and she gives a serious look.,He shakes his head at the check. He gives her a nod and she heads for the door.,4,4,3,1
"Someone sits behind the wheel of an idling Lincoln, waiting for someone. There is a tap at the horn from someone, and someone","Someone sits behind the wheel of an idling Lincoln, waiting for someone. There is a tap at the horn from someone, and someone is instantly weak away.","Someone sits behind the wheel of an idling Lincoln, waiting for someone. There is a tap at the horn from someone, and someone reacts, pigeons another fly.","Someone sits behind the wheel of an idling Lincoln, waiting for someone. There is a tap at the horn from someone, and someone stops for a final good beat.","Someone sits behind the wheel of an idling Lincoln, waiting for someone. There is a tap at the horn from someone, and someone gets into the lincoln.",4,4,2,4
We see a few opening screens. We,We see a few opening screens. We see a skier in a waterfall.,We see a few opening screens. We see an opening title screen.,We see a few opening screens. We see a man's knife in a room.,We see a few opening screens. We see a lady talking.,2,2,4,2
We see a few opening screens. We,We see a few opening screens. We see a man's knife in a room.,We see a few opening screens. We see judges and drummers.,We see a few opening screens. We see a skier in a waterfall.,We see a few opening screens. We see a lady talking.,2,4,4,2
"As the web designer walks through a sliding door, an air gust blows the sign from her hands. It","As the web designer walks through a sliding door, an air gust blows the sign from her hands. It glides down on the valet.","As the web designer walks through a sliding door, an air gust blows the sign from her hands. It lands on a baggage carousel.","As the web designer walks through a sliding door, an air gust blows the sign from her hands. It walks in front of someone.","As the web designer walks through a sliding door, an air gust blows the sign from her hands. It runs up to her.",2,4,4,3
Someone looks down at the blanket. Someone's notebook,Someone looks down at the blanket. Someone's notebook is reading a folded letter.,Someone looks down at the blanket. Someone's notebook drops off of her pillow.,Someone looks down at the blanket. Someone's notebook floats in front of her.,Someone looks down at the blanket. Someone's notebook follows bearing an envelope.,2,3,4,3
They slice an egg and put it on the sandwich. The cut up an avocado and,They slice an egg and put it on the sandwich. The cut up an avocado and put it on a plate of bread.,They slice an egg and put it on the sandwich. The cut up an avocado and put the sandwich on top.,They slice an egg and put it on the sandwich. The cut up an avocado and put it on the sandwich.,They slice an egg and put it on the sandwich. The cut up an avocado and put them on two bread.,3,3,3,3
