,Unnamed: 0,type,startphrase,ending1,ending2,ending3,ending4,label,gpt2-large_average_surprisal_prediction,gpt2-large_max_word_surprisal_prediction,gpt2-large_max_words_each_ending,bert-large-uncased_average_surprisal_prediction,bert-large-uncased_max_word_surprisal_prediction,bert-large-uncased_max_words_each_ending,t5-large_average_surprisal_prediction,t5-large_max_word_surprisal_prediction,t5-large_max_words_each_ending
2433,2433,o,Adidas is offering promotions today only. The customers,are driving to Los Angeles.,are talking to each other.,are planning dinner together.,are searching through their store.,4,2,2,"[' driving', ' talking', ' dinner', ' searching']",1,1,"['angeles', 'other', 'together', 'store']",2,2,"['driving', 'talking', 'dinner', 'through']"
2434,2434,o,Roads are built since ancient times by the government. They,lead to large-scale afforestation,useful in wars,have led to great progress in the economy of remote places,were invented by Romans,3,1,4,"[' aff', ' useful', ' remote', ' Romans']",3,2,"['afforestation', 'wars', 'places', 'romans']",3,3,"['afforestation', 'wars', 'remote', 'Romans']"
2435,2435,p,"Jane likes to wear hot pants, but it's winter now. So she will",wear a T-shirt.,wear hot pants.,wear glasses.,wear thick pants.,4,1,2,"[' T', ' hot', ' glasses', ' thick']",2,2,"['tshirt', 'pants', 'glasses', 'pants']",2,2,"['Tshirt', 'hot', 'glasses', 'thick']"
2436,2436,o,A person pours wine in some glasses. He,passes on the glasses to his friends.,puts the glasses inside the glass for drinking.,says drinking is bad for health.,pours corn starch into the wine.,1,1,2,"[' passes', ' inside', ' drinking', ' corn']",1,3,"['friends', 'drinking', 'health', 'starch']",3,3,"['glasses', 'for', 'drinking', 'starch']"
2437,2437,i,"The farmer drove his tractor across the field, refreshing the soil after all of the crops had been harvested. The farmer",steered clear of an area that he had already completed.,"reminisced for the olden days, in which the farm was operated by pilgrims and indigenous tribes in unison.","began to harvest the dirt, tasting the freshness of his new crops.","ate a cow, milked a bird, then jumped onto a donkey.",1,3,4,"[' steered', ' pilgrims', ' tasting', ' bird']",1,3,"['completed', 'reminisced', 'freshness', 'milked']",3,3,"['steered', 'reminisced', 'freshness', 'milked']"
2438,2438,q,1 plus 1 plus 1 equals to,4,2,1,3,4,2,2,"[' 4', ' 2', ' 1', ' 3']",3,3,"['4', '2', '1', '3']",3,3,"['4', '2', '1', '3']"
2439,2439,o,You are working with your group in the library and some students are playing loud music next to your room. You,start a fight with them.,tell them their taste in music suck.,knock on their door and tell them to lower the volume.,consider quitting school.,3,3,1,"[' start', ' taste', ' knock', ' quitting']",3,3,"['them', 'suck', 'volume', 'school']",3,3,"['a', 'suck', 'knock', 'quitting']"
2440,2440,o,The man and woman decided to get married to each other in November. The woman,merged onto the freeway.,threw a baseball back and forth with her friend.,decided to wear a red dress instead of a white one.,"read her book carefully, so she wouldn't miss a single detail.",3,3,3,"[' merged', ' baseball', ' decided', ' read']",3,1,"['freeway', 'friend', 'one', 'detail']",3,3,"['freeway', 'threw', 'a', 'wouldnt']"
2441,2441,o,The dog runs across a field. It,circles the area. .,barks up the wrong tree.,curls up near the fire.,hits a home run.,1,4,4,"['.', ' bar', ' curls', ' home']",1,1,"['area', 'barks', 'fire', 'run']",1,1,"['circles', 'barks', 'curls', 'a']"
2442,2442,n,The lion was on the lookout of a prey. He,submits to the will of the lioness,was interrupted by the large caravan going by,was friendly to people,had never tasted blood all his life,2,1,4,"[' sub', ' caravan', ' friendly', ' all']",2,2,"['lioness', 'by', 'people', 'life']",3,3,"['lioness', 'caravan', 'people', 'tasted']"
2443,2443,o,"Bob likes to play skateboard, but his leg is broken now. So he will",run to the school.,have a good rest for several days.,jump up and down.,play skateboard.,2,4,2,"[' run', ' good', ' jump', ' skate']",3,3,"['run', 'days', 'down', 'skateboard']",3,1,"['school', 'a', 'down', 'skateboard']"
2444,2444,o,The participants of a swimming competition are gathered near the swimming pool. They,complete their homework.,prepare to dive into the water.,run away.,turn towards the river and get prepared for the swimming competition.,2,2,2,"[' complete', ' prepare', ' run', ' turn']",2,2,"['homework', 'water', 'away', 'competition']",2,2,"['homework', 'prepare', 'run', 'river']"
2445,2445,o,The cat runs across a field. It,scores a point.,scores a touchdown.,circles the area.,hits a home run.,3,4,4,"[' scores', ' scores', ' circles', ' home']",2,3,"['point', 'touchdown', 'area', 'run']",3,3,"['a', 'a', 'circles', 'a']"
2446,2446,o,Tony hates Pepsi and he has water. Tony,eat food,drink Pepsi,drink code,drink water,4,2,2,"[' eat', ' drink', ' code', ' drink']",4,4,"['food', 'pepsi', 'code', 'water']",4,4,"['eat', 'Pepsi', 'code', 'drink']"
2447,2447,o,Sam felt his thoughts fell on deaf ears. Sam felt,sad.,very happy.,like going to the movies.,others were not acknowledging him.,4,3,2,"[' sad', ' very', ' movies', ' others']",3,2,"['sad', 'happy', 'movies', 'him']",3,2,"['sad', 'very', 'movies', 'acknowledging']"
2448,2448,o,The man went on a run with his dog. The dog,got tired halfway through and laid down to take a nap.,waited at the door for his owner to return.,began to brew a cup of coffee.,turned on his blinker and switched into the left-hand lane.,1,2,2,"[' halfway', ' waited', ' brew', ' blink']",1,2,"['nap', 'return', 'coffee', 'blinker']",1,1,"['a', 'waited', 'brew', 'lefthand']"
2449,2449,o,The professors want their afternoon coffee as soon as possible. They,go back to their office.,go to Starbucks the next morning.,immediately go to the nearest cafe.,start throwing water at each other.,3,1,1,"[' go', ' the', ' immediately', ' water']",1,1,"['office', 'morning', 'cafe', 'other']",1,1,"['office', 'Starbucks', 'immediately', 'water']"
2450,2450,p,The pilot program was a huge success. The company,let everyone fly airplanes.,invested in bringing the product to market.,opened an airline.,enrolled everyone in NASA training.,2,2,2,"[' let', ' bringing', ' airline', ' NASA']",2,2,"['airplanes', 'market', 'airline', 'training']",2,3,"['airplanes', 'bringing', 'airline', 'enrolled']"
2451,2451,o,The dinosaur was traumatized to see his baby being taken away by humans. He,blamed it all on his partner,charged towards them in anger,turned around and went back to his cave,danced about in joy,2,3,3,"[' blamed', ' charged', ' turned', ' danced']",3,2,"['partner', 'anger', 'cave', 'joy']",3,3,"['blamed', 'charged', 'cave', 'danced']"
2452,2452,i,Sam was getting cold feet as he walked into the stage. Sam,was very nervous.,moonwalked on stage.,wanted to get his feet warmed.,decided to jump into the crowd.,1,1,1,"[' very', ' moon', ' Sam', ' Sam']",4,4,"['nervous', 'moonwalked', 'warmed', 'crowd']",4,1,"['nervous', 'moonwalked', 'warmed', 'decided']"
2453,2453,n,"In the field, the players are not in the mood for celebration. They",are losing the game.,are winning the game.,are crossing the river using a boat.,are celebrating a birthday.,1,1,1,"[' losing', ' winning', ' crossing', ' birthday']",3,1,"['game', 'game', 'boat', 'birthday']",1,1,"['losing', 'winning', 'a', 'a']"
2454,2454,o,Tony hate Pizza and he have hamburgers. Tony,eat pizza,drink coke,eat hamburgers,go to sleep,3,3,1,"[' eat', ' Tony', ' eat', ' sleep']",4,4,"['pizza', 'coke', 'hamburgers', 'sleep']",4,4,"['eat', 'coke', 'eat', 'sleep']"
2455,2455,o,Mercedes wants to open market in Cambodia. Volkswagen,wants to have dinner with them.,laughs at them.,is trying to stop this action.,likes to travel there.,3,3,3,"[' dinner', ' laughs', ' action', ' Volkswagen']",1,1,"['them', 'them', 'action', 'there']",3,3,"['dinner', 'laughs', 'action', 'likes']"
2456,2456,o,the whale was grateful for the fisherman for removing a harpoon from its body. The whale,"stabs the fisherman with the harpoon and screams ""Boo-Yah""",waves at the harpoon for removing the fisherman,swims away with the harpoon,"swims around the boat, occasionally surfacing",4,3,3,"[' stab', ' removing', ' swim', ' swim']",2,2,"['booyah', 'harpoon', 'harpoon', 'surfacing']",4,4,"['BooYah', 'harpoon', 'harpoon', 'surfacing']"
2457,2457,o,The student is doing his homework. He,brews a cup of coffee to stay awake.,puts on his blinker and merges onto the highway.,kicks a soccer ball with his friend.,swims in the lake until he gets tired.,1,1,3,"[' brew', ' mer', ' kicks', ' swim']",3,4,"['brews', 'blinker', 'friend', 'swims']",4,4,"['brews', 'blinker', 'kicks', 'swims']"
2458,2458,q,2 plus 3 equals to,1,2,5,3,3,3,3,"[' 1', ' 2', ' 5', ' 3']",2,2,"['1', '2', '5', '3']",4,4,"['1', '2', '5', '3']"
2459,2459,o,The man with no arms went to get a cup of coffee. He,grabbed the cup and drank it.,had a hard time due to his disability.,instantly died.,veered left into the passing lane.,2,1,1,"[' grabbed', ' due', ' instantly', ' ve']",2,3,"['it', 'disability', 'died', 'veered']",2,3,"['drank', 'a', 'died', 'veered']"
2460,2460,o,It is a cloudy and unusually cold day in the middle of summer. Everyone,is wearing heavy jackets.,is enjoying the sunshine and warmth of a summer afternoon.,is sitting in the patio.,is staying out until midnight.,1,1,1,"[' heavy', ' warmth', ' patio', ' staying']",2,3,"['jackets', 'afternoon', 'patio', 'midnight']",3,3,"['jackets', 'a', 'patio', 'midnight']"
2461,2461,n,Tony hates pizza and he is not hungry. Tony,eat pizza,drink coke,go to sleep,do nothing,4,3,3,"[' eat', ' drink', ' go', ' do']",3,3,"['pizza', 'coke', 'sleep', 'nothing']",3,3,"['eat', 'coke', 'sleep', 'do']"
2462,2462,o,"things always has two sides, good or bad, tall or short, smart or",talented,big,stupid,smart,3,3,3,"[' talented', ' big', ' stupid', ' smart']",3,3,"['talented', 'big', 'stupid', 'smart']",3,3,"['talented', 'big', 'stupid', 'smart']"
2463,2463,o,"I like ice skating, but I broke my ankle, so I",go to see doctors,go shopping,go ice skating with friends,go hiking,1,3,2,"[' go', ' go', ' go', ' go']",3,3,"['doctors', 'shopping', 'friends', 'hiking']",4,4,"['go', 'shopping', 'ice', 'hiking']"
2464,2464,i,The man was about to win a big hand after being on a losing streak. He,threw the dice as hard as he could.,asked the dealer to do a backflip.,ate his shirt.,would win just enough to break even.,4,1,1,"[' threw', ' back', ' ate', ' just']",1,1,"['could', 'backflip', 'shirt', 'even']",4,4,"['threw', 'backflip', 'ate', 'even']"
2465,2465,o,Harry drank an excessive amount of alcohol and started losing consciousness. He,drank even more alcohol.,said drinking is bad for health.,had no memories of the next few hours.,started partying.,3,3,3,"[' drank', ' drinking', ' memories', ' partying']",3,2,"['alcohol', 'health', 'hours', 'partying']",3,3,"['drank', 'health', 'memories', 'partying']"
2466,2466,i,Alex decided to have a change of heart regarding his relationship with his brother. Alex,needed a piece of his brother's heart surgically implanted.,died.,grabbed a beer with his brother.,was on the wait list for a heart transplant.,3,1,3,"[' surg', ' died', ' grabbed', ' wait']",4,4,"['implanted', 'died', 'brother', 'transplant']",4,2,"['implanted', 'died', 'grabbed', 'a']"
2467,2467,o,Following a high-protein diet over a long period of time can cause considerable health problems. It,is therefore recommended that while dieting one should allow himself to eat once a week whatever he desires.,has been proved that this makes the dieter happy.,also helps the person to continue his diet.,must be addressed by a doctor,1,1,3,"[' whatever', ' happy', ' continue', ' addressed']",1,3,"['dieting', 'happy', 'diet', 'doctor']",3,3,"['dieting', 'dieter', 'continue', 'a']"
2468,2468,o,The giraffe wanders around its habitat at the zoo. It,eats leafy greens from tall trees.,orders a burger and fries.,pays $7.00 for a ticket to the zoo.,turns on its blinker and merges onto the freeway.,1,3,1,"[' leaf', ' orders', ' pays', ' mer']",3,3,"['leafy', 'fries', '700', 'blinker']",4,2,"['leafy', 'burger', 'zoo', 'freeway']"
2469,2469,o,"we are from different countries, i am from china and she is from",japan,china,beijing,shanghai,1,2,2,"[' j', ' ch', ' be', ' sh']",1,1,"['japan', 'china', 'beijing', 'shanghai']",2,2,"['japan', 'china', 'beijing', 'shanghai']"
2470,2470,i,"Joe was taking a test, and he was really in a pickle. He",leaped through the air and caught a frisbee in his mouth.,was in a great deal of trouble.,climbed out of the pickled cucumber.,went shopping.,2,2,2,"[' le', ' great', ' climbed', ' shopping']",2,2,"['frisbee', 'trouble', 'cucumber', 'shopping']",2,4,"['frisbee', 'a', 'pickled', 'shopping']"
2471,2471,i,Tom gave Sam the cold shoulder. Tom,wanted Sam to warm his shoulder.,complained about his shoulder temperature to Sam.,ignored Sam.,spent all his time with Sam.,3,4,1,"[' Tom', ' temperature', ' Tom', ' Tom']",4,4,"['shoulder', 'sam', 'sam', 'sam']",4,4,"['warm', 'temperature', 'ignored', 'spent']"
2472,2472,o,Tony hates swimming and his leg is injured. Tony,rest at home,go swimming,drink coke,go running,1,2,2,"[' rest', ' go', ' drink', ' go']",1,1,"['rest', 'swimming', 'coke', 'running']",1,2,"['rest', 'go', 'coke', 'running']"
2473,2473,n,The man is making burgers for dinner because he doesn't have spaghetti. He,"reads his book carefully, so he doesn't miss any details.",turns on his blinker and merges onto the freeway.,heats up the grill.,begins to boil pasta for the spaghetti.,3,1,1,"[' reads', ' mer', ' heats', ' begins']",3,3,"['details', 'blinker', 'grill', 'spaghetti']",4,4,"['doesnt', 'blinker', 'heats', 'begins']"
2474,2474,o,he knows smoking is unhealthy but he still,keep on healthy diet,did it,loves her,drinks beers,2,2,3,"[' healthy', ' did', ' her', ' beers']",3,3,"['diet', 'it', 'her', 'beers']",3,2,"['keep', 'did', 'her', 'beers']"
2475,2475,o,"Joe tried not to tell the secret, but he wasn't good at that sort of thing, so he",talked about how much he hates his family.,really enjoys the weather today.,instantly died.,let the cat out of the bag.,4,4,4,"[' hates', ' enjoys', ' instantly', ' cat']",4,4,"['hates', 'today', 'died', 'bag']",4,4,"['hates', 'enjoys', 'instantly', 'cat']"
2476,2476,o,The man is scuba diving. He,throws a frisbee back and forth with his friend.,orders the fish special at the restaurant.,watches Friends until he falls asleep.,sees lots of colorful organisms.,4,1,1,"[' throws', ' special', ' Friends', ' lots']",2,2,"['frisbee', 'special', 'asleep', 'organisms']",2,2,"['frisbee', 'special', 'Friends', 'organisms']"
2477,2477,i,"The store owner said ""this item will cost you an arm and a leg."" The store owner",had a large knife for chopping off arms and legs if anyone wanted the item.,was easily willing to give away the item.,was very keen on limbs for his human body part collection.,demanded a lot of money for the item.,4,4,4,"[' if', ' easily', ' limbs', ' lot']",4,4,"['chopping', 'easily', 'collection', 'item']",2,2,"['chopping', 'easily', 'limbs', 'demanded']"
2478,2478,o,many hard problems occurs in database course such as,database,singing,b+ trees,play baseball,3,1,1,"[' database', ' singing', ' b', ' baseball']",3,3,"['database', 'singing', 'trees', 'baseball']",1,1,"['database', 'singing', 'b', 'baseball']"
2479,2479,o,Tony hate math and he is poor at computer science. Tony,have a good grade on computer science,may major in chemistry,drink coke,have a good grade on math,2,1,1,"[' have', ' major', ' drink', ' have']",2,2,"['science', 'chemistry', 'coke', 'math']",1,1,"['a', 'chemistry', 'coke', 'a']"
2480,2480,o,"Chicago is getting really cold, so I",act as a cool guy,move to Miami,move to North pole,buy a new car,2,1,4,"[' act', ' move', ' pole', ' buy']",4,4,"['guy', 'miami', 'pole', 'car']",2,2,"['a', 'move', 'pole', 'a']"
2481,2481,o,I only go to the cinema once in a while. I,do not go at all,see cinema once in a blue moon,go to nearby theatre everyday,go everyday with friends,2,1,1,"[' at', ' cinema', ' nearby', ' everyday']",1,1,"['all', 'moon', 'everyday', 'friends']",1,1,"['at', 'cinema', 'nearby', 'everyday']"
2482,2482,o,The man goes to the grocery store because he's out of milk. He,makes a bowl of cereal and sits down to watch TV.,tells his customer the total and waits to be paid.,purchases a gallon of milk.,throws a frisbee back and forth with his friend.,3,3,3,"[' bowl', ' total', ' purchases', ' throws']",1,2,"['tv', 'paid', 'milk', 'frisbee']",1,1,"['a', 'waits', 'gallon', 'frisbee']"
2483,2483,n,Tony hates get up early and he loves stay up late. Tony,didn't go sleep until midnight,drink coke,loves video games,get up early,1,4,1,"[' sleep', ' drink', ' Tony', ' get']",4,4,"['didnt', 'coke', 'games', 'early']",3,3,"['didnt', 'coke', 'games', 'get']"
2484,2484,o,The boy plays with his cat. The cat,turns on his blinker and merges into traffic.,bites the boy really hard.,throws a baseball with his friend.,begins to brew a cup of coffee.,2,4,3,"[' blink', ' really', ' friend', ' brew']",4,4,"['blinker', 'hard', 'friend', 'coffee']",2,2,"['blinker', 'bites', 'a', 'brew']"
2485,2485,i,"Sam was very stressed about his class project. Tom said ""we're all in the same boat."" Sam",traveled far on the boat with Tom.,acknowledged both were struggling in the class.,jumped off the boat into the water.,was paddling while Tom was steering the boat.,2,3,3,"[' traveled', ' struggling', ' jumped', ' padd']",3,3,"['tom', 'class', 'water', 'paddling']",3,1,"['traveled', 'acknowledged', 'jumped', 'paddling']"
2486,2486,o,The filters in the coffee machine needed to be changed. They,had turned dark and smelled horrible,are one of the greatest inventions of all time i think,were bought from the Walmart,were a combination of cloth and paper,1,4,1,"[' turned', ' i', ' Walmart', ' cloth']",2,2,"['horrible', 'think', 'walmart', 'paper']",4,3,"['smelled', 'i', 'Walmart', 'a']"
2487,2487,p,Tony hates Apple and he loves Sony. Tony,may have a Play Station 4,use Xperia,eat apple,use iPhone,1,1,1,"[' Play', ' use', ' eat', ' use']",1,4,"['4', 'xperia', 'apple', 'iphone']",1,4,"['a', 'Xperia', 'eat', 'use']"
2488,2488,o,The girl is getting dressed in the morning. She,throws a frisbee with her friend.,picks out a really cool hat to wear.,goes to the bar in her favorite dress.,never uses her blinker when switching lanes.,2,1,3,"[' fr', ' really', ' bar', ' blink']",2,3,"['frisbee', 'wear', 'dress', 'lanes']",3,3,"['frisbee', 'hat', 'bar', 'lanes']"
2489,2489,o,A chemistry lab technician is doctoring some test results. He,passes the test with an A+.,tests the uranium for viruses.,successfully saves the patient's life.,is caught by his supervisor and fired.,4,4,1,"[' passes', ' viruses', ' successfully', ' caught']",1,1,"['a', 'viruses', 'life', 'fired']",1,1,"['passes', 'uranium', 'saves', 'fired']"
2490,2490,n,i was wrong i should not,sing,have a rest,play basketball,beat others,4,2,4,"[' sing', ' rest', ' basketball', ' others']",2,2,"['sing', 'rest', 'basketball', 'others']",3,3,"['sing', 'a', 'basketball', 'others']"
2491,2491,o,"I live in United State, and I want to see sunrise, so I",facing East at 5:30 am,eat breakfast and then go to sleep,get up really early and close the curtain,facing West in the morning,1,2,3,"[' facing', ' eat', ' close', ' facing']",2,4,"['am', 'sleep', 'curtain', 'facing']",3,3,"['530', 'eat', 'curtain', 'facing']"
2492,2492,o,Tony hate girls and he is a gay. Tony,may have a boyfriend,is straight,drink coke,may have a Play Station 4,1,2,2,"[' may', ' straight', ' drink', ' Play']",1,1,"['boyfriend', 'straight', 'coke', '4']",2,2,"['a', 'straight', 'coke', 'a']"
2493,2493,o,The dog is playing catch with his owner. The owner,puts on his blinker and merges onto the freeway.,begins to brew a cup of coffee.,throws the ball as far as he can.,picks out a rescue dog at the pound.,3,3,3,"[' mer', ' brew', ' as', ' rescue']",3,3,"['blinker', 'coffee', 'can', 'pound']",3,3,"['blinker', 'brew', 'he', 'pound']"
2494,2494,o,The Christmas party at the university was a part of an old tradition. It,was an occasion for people to give feedback on each others' sartorial choices,witnessed huge attendance this year,makes me very nostalgic of afterlife,was one of the most hated events,2,4,4,"[' s', ' witnessed', ' afterlife', ' hated']",4,2,"['sartorial', 'year', 'nostalgic', 'events']",4,2,"['sartorial', 'witnessed', 'afterlife', 'hated']"
2495,2495,o,A thug starts a fight with the bartender over a bar tab. The thug,starts yelling foul words,drinks the bar tab,drinks the bartender,hugs the bartender in fit of furious passion,1,2,1,"[' foul', ' drinks', ' drinks', ' fit']",4,3,"['words', 'tab', 'bartender', 'passion']",2,2,"['yelling', 'drinks', 'bartender', 'bartender']"
2496,2496,o,The boy and girl are playing Monopoly together. The boy,"walks along the edge of the river, and accidentally falls in.",rolls doubles three times in a row and has to go to jail.,watches TV until he falls asleep.,merges onto the freeway.,2,1,1,"[' accidentally', ' doubles', ' watches', ' mer']",2,2,"['in', 'jail', 'asleep', 'merges']",1,1,"['accidentally', 'doubles', 'he', 'freeway']"
2497,2497,r,The fox jumps over the dog. The fox,punches the jumping dog.,goes back into the woods.,bites the jump.,picks up the dog.,2,4,2,"[' jumping', ' goes', ' jump', ' picks']",4,4,"['dog', 'woods', 'jump', 'dog']",4,2,"['punches', 'woods', 'bites', 'picks']"
2498,2498,o,Tony hate video games and he loves reading. Tony,like to stay in library,get up early,plays Monster Hunter everyday,drink coke,1,2,2,"[' library', ' get', ' everyday', ' drink']",1,1,"['library', 'early', 'everyday', 'coke']",1,1,"['library', 'early', 'everyday', 'coke']"
2499,2499,o,Tony hate Monster Hunter and he loves reading. Tony,like to stay in library,plays Monster Hunter everyday,get up early,drink coke,1,2,2,"[' library', ' everyday', ' get', ' drink']",1,1,"['library', 'everyday', 'early', 'coke']",2,2,"['library', 'everyday', 'early', 'coke']"
2500,2500,o,Tom complained dorm housing is a rip-off. Tom,thought dorm housing is too expensive.,keeps ripping his clothes in the dorm.,is ripping off his band aids too fast.,got his hair ripped off while sleeping in the dorm.,1,1,1,"[' thought', ' ripping', ' aids', ' hair']",4,4,"['expensive', 'ripping', 'fast', 'sleeping']",1,3,"['dorm', 'dorm', 'aids', 'dorm']"
2501,2501,o,The fox jumps over the dogs. The fox,punches the woods.,runs away.,eats a tree.,picks up the dogs.,2,4,2,"[' woods', ' runs', ' tree', ' picks']",4,4,"['woods', 'away', 'tree', 'dogs']",2,2,"['punches', 'away', 'eats', 'picks']"
2502,2502,o,today is saturday and yesterday was,friday,monday,sunday,everyday,1,3,3,"[' fr', ' m', ' sund', ' everyday']",3,3,"['friday', 'monday', 'sunday', 'everyday']",4,4,"['friday', 'monday', 'sunday', 'everyday']"
2503,2503,o,"Orlando is too hot for me, so I",go to Disney Land,go to Key West cause it's hot,put on more layers,move to New York,4,4,4,"[' Disney', ' cause', ' put', ' move']",2,2,"['land', 'hot', 'layers', 'york']",4,4,"['Land', 'cause', 'layers', 'move']"
2504,2504,o,The girl rides the horse as fast as she can. She,puts on her blinker and merges onto the freeway.,"pets her dog every hour, religiously.",has to reach her parents' house by midnight.,plays catch with her friend.,3,3,3,"[' mer', ' pets', ' reach', ' plays']",3,3,"['blinker', 'religiously', 'midnight', 'friend']",4,4,"['blinker', 'religiously', 'parents', 'catch']"
2505,2505,i,Tom was tired decided to call it a day. Tom,labelled the night time as day.,stopped working and went home.,kept working until 4:00.,called the time of day.,2,3,3,"[' labelled', ' Tom', ' kept', ' time']",4,4,"['day', 'home', '400', 'day']",2,2,"['labelled', 'stopped', '400', 'called']"
2506,2506,o,The turtle crawls off the beach. The turtle,sails away on the sea.,eats the beach.,swims on the sand.,swims away.,4,3,3,"[' sails', ' eats', ' swim', ' swim']",1,1,"['sea', 'beach', 'swims', 'away']",1,4,"['sails', 'eats', 'sand', 'swims']"
2507,2507,o,Tony hate Justin Bieber and he loves Beethoven. Tony,likes classical music,drink coke,get up early,listens Justin Bieber's song everyday,1,1,3,"[' Tony', ' drink', ' get', ' Justin']",1,2,"['music', 'coke', 'early', 'biebers']",1,1,"['likes', 'coke', 'early', 'Biebers']"
2508,2508,o,The bird flies over the hunter. The bird,falls to the ground.,drinks a beer.,flies into the moon.,waves at the hunter.,1,1,1,"[' falls', ' drinks', ' moon', ' waves']",1,1,"['ground', 'beer', 'moon', 'waves']",1,1,"['falls', 'a', 'flies', 'hunter']"
2509,2509,o,The puppy runs across the field. It,curls near a fire.,hits a home run.,leaps for joy.,swings at a ball.,3,2,3,"[' curls', ' home', ' leaps', ' swings']",4,4,"['fire', 'run', 'joy', 'ball']",3,3,"['a', 'a', 'joy', 'a']"
2510,2510,o,there are some big countries like china and,beijing,usa,korea,chongqing,2,2,2,"[' be', 'a', ' k', 'ong']",3,3,"['beijing', 'usa', 'korea', 'chongqing']",2,2,"['beijing', 'usa', 'korea', 'chongqing']"
2511,2511,n,"I don't know how to speak Italian, so I",talk to my friend there in English,travel to Italy with no translater,go to a University in Italy,buy a book in Italian,1,4,1,"[' talk', ' travel', ' University', ' buy']",3,4,"['english', 'translater', 'italy', 'italian']",4,1,"['there', 'translater', 'a', 'a']"
2512,2512,o,Wilson hates shrimps and he has seafood allergy. Wilson,eat shrimps everyday,likes eat crab,get up early,likes beef,4,1,1,"[' eat', ' Wilson', ' get', ' Wilson']",4,4,"['everyday', 'crab', 'early', 'beef']",3,4,"['eat', 'eat', 'early', 'likes']"
2513,2513,i,A student was in hot water with his teacher. He,had broken the lead of his pencil.,liked the same music as his teacher.,enjoyed the warmth of the hot tub.,had gotten caught cheating on a test.,4,4,4,"[' lead', ' liked', ' enjoyed', ' gotten']",4,4,"['pencil', 'teacher', 'tub', 'test']",2,2,"['pencil', 'liked', 'tub', 'gotten']"
2514,2514,o,A brewer taps into a new keg. The brewer,hits the tap until the keg breaks.,picks up a bottle and throws it.,tries a sip.,knocks the keg apart.,3,1,2,"[' hits', ' picks', ' tries', ' knocks']",2,3,"['keg', 'it', 'sip', 'apart']",2,2,"['keg', 'throws', 'sip', 'keg']"
2515,2515,o,Wilson is a smart boy and love to study math. Wilson,eat shrimps everyday,learn hard on math but get poor grades,get up early,get high grades,4,2,3,"[' eat', ' learn', ' get', ' get']",2,3,"['everyday', 'grades', 'early', 'grades']",2,2,"['shrimps', 'grades', 'early', 'grades']"
2516,2516,o,although he got sick he still,kept working,goes to hospital,loves her,take medicine,1,1,1,"[' kept', ' hospital', ' loves', ' take']",2,2,"['working', 'hospital', 'her', 'medicine']",3,3,"['working', 'hospital', 'loves', 'take']"
2517,2517,o,A man and a woman are going to see a movie. They,go for a swim in the lake.,throw a frisbee back and forth.,begin to brew a large cup of coffee so they don't fall asleep.,buy a large popcorn and a large drink.,4,2,1,"[' swim', ' throw', ' brew', ' large']",1,1,"['lake', 'frisbee', 'dont', 'drink']",1,1,"['a', 'frisbee', 'brew', 'a']"
2518,2518,i,Tom advised Sam that taking revenge would add fuel to the fire. Tom,was telling Sam that the fire was already too hot.,was against making the fire bigger.,was too hot.,was trying to teach Sam restraint.,4,1,1,"[' telling', ' against', ' hot', ' restraint']",1,1,"['hot', 'bigger', 'hot', 'restraint']",1,1,"['too', 'bigger', 'hot', 'restraint']"
2519,2519,o,The painter looks out on the hills. The painter,dips his brush.,yells hello to the hills.,paints the prison cell wall.,dips his paint into the brush.,1,1,2,"[' dips', ' hello', ' prison', ' dips']",2,2,"['brush', 'hills', 'wall', 'dips']",4,4,"['dips', 'yells', 'paints', 'dips']"
2520,2520,o,"Alice likes to cook at home, but the refrigerator is empty. So she will",start cooking in the kitchen.,watch TV.,eat out.,walk a dog.,3,1,3,"[' start', ' watch', ' eat', ' walk']",1,1,"['kitchen', 'tv', 'out', 'dog']",1,1,"['start', 'TV', 'eat', 'a']"
2521,2521,i,Alex was in hot water with his computer science professor. Alex,enjoyed the warmth of his hot tub.,got out of the water.,was in trouble because he was caught cheating.,wanted the water to be cooler.,3,3,3,"[' enjoyed', ' water', ' caught', ' water']",2,2,"['tub', 'water', 'cheating', 'cooler']",4,2,"['tub', 'got', 'cheating', 'cooler']"
2522,2522,o,The girl reaches into the fridge to get mayonnaise. She,takes it out and puts it on the counter.,pulls into her driveway.,begins to brew a cup of coffee.,takes pictures of every object in the grocery store.,1,1,1,"[' takes', ' into', ' brew', ' pictures']",1,3,"['counter', 'driveway', 'coffee', 'store']",1,1,"['counter', 'pulls', 'brew', 'every']"
2523,2523,r,An officer shines a light in the driver's eyes. The officer,shines a light into his own eyes.,asks if they've been drinking.,drives him to the light.,drives into the side of a jail.,2,2,2,"[' shines', ""'ve"", ' light', ' jail']",4,3,"['eyes', 'theyve', 'light', 'jail']",3,3,"['a', 'theyve', 'drives', 'a']"
2524,2524,i,Sam said the test was a piece of cake. Sam,thought the test was easy.,ate some chocolate cake for the test.,found it strange the test was vanilla cake.,found the test very difficult.,1,1,1,"[' thought', ' ate', ' vanilla', ' found']",4,2,"['easy', 'test', 'cake', 'difficult']",1,1,"['thought', 'ate', 'vanilla', 'found']"
